HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
12 39    0.427    0.349    0.555  999.000    0.132    0.170    0.116    0.117    0.072    0.095    0.094    0.708   4
12 40    0.301    0.297    0.331  999.000    0.195    0.233    0.165    0.154    0.127    0.101    0.103    0.472   4
12 41    0.408    0.355    0.525  999.000    0.186    0.165    0.177    0.147    0.089    0.125    0.084    0.667   4
12 42    0.541    0.529    0.657  999.000    0.454    0.425    0.243    0.216    0.105    0.132    0.138    0.842   4
12 43    0.481    0.442    0.611  999.000    0.290    0.457    0.279    0.189    0.113    0.182    0.201    0.670   4
12 44    0.258    0.228    0.322  999.000    0.182    0.222    0.184    0.070    0.069    0.121    0.096    0.386   4
12 45    0.296    0.280    0.330  999.000    0.227    0.361    0.123    0.097    0.049    0.115    0.104    0.470   4
12 46    0.215    0.174    0.308  999.000    0.164    0.296    0.130    0.099    0.070    0.114    0.058    0.320   4
12 47    0.221    0.190    0.342  999.000    0.216    0.205    0.161    0.106    0.070    0.109    0.061    0.289   4
12 48    0.238    0.219    0.378  999.000    0.246    0.276    0.218    0.103    0.040    0.106    0.064    0.293   4
12 49    0.238    0.250    0.377  999.000    0.212    0.424    0.192    0.104    0.048    0.123    0.062    0.264   4
12 50    0.208    0.168    0.313  999.000    0.207    0.389    0.216    0.075    0.034    0.093    0.053    0.300   4
12 51    0.114    0.126    0.161  999.000    0.152    0.317    0.180    0.064    0.048    0.072    0.043    0.128   4
12 52    0.075    0.104    0.093  999.000    0.211    0.123    0.236    0.053    0.045    0.068    0.032    0.072   4
12 53    0.079    0.101    0.103  999.000    0.286    0.272    0.235    0.070    0.052    0.064    0.024    0.087   4
12 54    0.169    0.194    0.265  999.000    0.345    0.451    0.211    0.103    0.055    0.103    0.024    0.193   4
12 55    0.413    0.453    0.720  999.000    0.493    0.621    0.357    0.159    0.112    0.183    0.086    0.392   4
12 56    0.549    0.530    1.014  999.000    0.498    0.587    0.330    0.190    0.126    0.156    0.127    0.522   4
12 57    0.375    0.348    0.765  999.000    0.450    0.584    0.296    0.120    0.108    0.101    0.063    0.324   4
12 58    0.129    0.095    0.236  999.000    0.372    0.437    0.192    0.156    0.067    0.063    0.028    0.158   4
12 59    0.073    0.048    0.131  999.000    0.222    0.314    0.206    0.117    0.039    0.035    0.017    0.096   4
13 00    0.069    0.077    0.096  999.000    0.196    0.233    0.246    0.097    0.048    0.038    0.024    0.077   4
13 01    0.065    0.070    0.086  999.000    0.117    0.143    0.194    0.031    0.049    0.039    0.020    0.083   4
13 02    0.062    0.065    0.094  999.000    0.088    0.142    0.125    0.046    0.040    0.039    0.019    0.071   4
13 03    0.056    0.049    0.093  999.000    0.195    0.325    0.202    0.063    0.040    0.041    0.025    0.056   4
13 04    0.060    0.059    0.098  999.000    0.256    0.381    0.197    0.055    0.041    0.028    0.020    0.062   4
13 05    0.058    0.056    0.109  999.000    0.118    0.226    0.164    0.039    0.034    0.021    0.014    0.054   4
13 06    0.052    0.057    0.097  999.000    0.205    0.227    0.233    0.048    0.031    0.055    0.013    0.042   4
13 07    0.073    0.069    0.119  999.000    0.349    0.314    0.301    0.071    0.055    0.034    0.027    0.076   4
13 08    0.081    0.060    0.121  999.000    0.239    0.292    0.153    0.058    0.050    0.019    0.038    0.107   4
13 09    0.075    0.049    0.108  999.000    0.136    0.246    0.080    0.045    0.053    0.076    0.026    0.117   4
13 10    0.067    0.053    0.087  999.000    0.107    0.186    0.059    0.061    0.080    0.094    0.030    0.099   4
13 11    0.064    0.055    0.082  999.000    0.138    0.165    0.091    0.080    0.056    0.071    0.037    0.080   4
13 12    0.063    0.062    0.080  999.000    0.138    0.182    0.113    0.084    0.061    0.127    0.049    0.062   4
13 13    0.064    0.060    0.089  999.000    0.184    0.264    0.118    0.055    0.074    0.084    0.027    0.079   4
13 14    0.063    0.051    0.076  999.000    0.104    0.159    0.066    0.079    0.076    0.089    0.029    0.096   4
13 15    0.061    0.062    0.073  999.000    0.073    0.120    0.051    0.047    0.050    0.076    0.039    0.071   4
13 16    0.061    0.067    0.085  999.000    0.084    0.140    0.039    0.033    0.057    0.045    0.026    0.066   4
13 17    0.053    0.052    0.077  999.000    0.157    0.195    0.088    0.022    0.044    0.023    0.014    0.069   4
13 18    0.045    0.040    0.064  999.000    0.189    0.223    0.099    0.024    0.044    0.046    0.014    0.062   4
13 19    0.047    0.059    0.058  999.000    0.179    0.203    0.100    0.061    0.038    0.068    0.015    0.056   4
13 20    0.056    0.082    0.050  999.000    0.131    0.101    0.062    0.084    0.046    0.030    0.023    0.069   4
13 21    0.052    0.052    0.055  999.000    0.070    0.149    0.071    0.104    0.059    0.027    0.037    0.064   4
13 22    0.047    0.047    0.058  999.000    0.084    0.235    0.115    0.054    0.035    0.030    0.027    0.056   4
13 23    0.040    0.031    0.059  999.000    0.111    0.124    0.188    0.055    0.052    0.037    0.027    0.043   4
13 24    0.050    0.051    0.074  999.000    0.180    0.169    0.150    0.065    0.056    0.082    0.031    0.044   4
13 25    0.053    0.052    0.084  999.000    0.108    0.222    0.094    0.039    0.071    0.059    0.032    0.043   4
13 26    0.064    0.085    0.096  999.000    0.138    0.302    0.123    0.049    0.107    0.073    0.030    0.045   4
13 27    0.042    0.045    0.050  999.000    0.154    0.255    0.075    0.055    0.078    0.042    0.028    0.045   4
13 28    0.047    0.049    0.053  999.000    0.125    0.303    0.045    0.035    0.068    0.028    0.032    0.052   4
13 29    0.054    0.081    0.040  999.000    0.101    0.288    0.060    0.058    0.056    0.023    0.038    0.057   4
13 30    0.058    0.086    0.064  999.000    0.105    0.174    0.105    0.073    0.049    0.086    0.048    0.033   4
13 31    0.074    0.076    0.098  999.000    0.142    0.202    0.156    0.073    0.088    0.130    0.065    0.057   4
13 32    0.107    0.065    0.119  999.000    0.166    0.380    0.216    0.126    0.109    0.130    0.109    0.133   4
13 33    0.180    0.106    0.187  999.000    0.242    0.354    0.184    0.116    0.075    0.120    0.224    0.203   4
13 34    0.145    0.112    0.210  999.000    0.374    0.373    0.239    0.177    0.092    0.029    0.092    0.167   4
13 35    0.088    0.063    0.120  999.000    0.273    0.221    0.099    0.140    0.077    0.089    0.046    0.122   4
13 36    0.087    0.059    0.154  999.000    0.195    0.214    0.115    0.107    0.109    0.271    0.047    0.090   4
13 37    0.083    0.058    0.179  999.000    0.278    0.282    0.186    0.133    0.121    0.329    0.047    0.049   4
13 38    0.054    0.054    0.067  999.000    0.104    0.167    0.082    0.064    0.056    0.127    0.038    0.059   4
13 39    0.064    0.061    0.100  999.000    0.210    0.236    0.179    0.069    0.072    0.130    0.040    0.057   4
13 40    0.054    0.037    0.077  999.000    0.124    0.154    0.089    0.075    0.076    0.137    0.038    0.065   4
13 41    0.056    0.043    0.078  999.000    0.091    0.173    0.099    0.030    0.058    0.073    0.043    0.060   4
13 42    0.049    0.048    0.051  999.000    0.163    0.303    0.145    0.036    0.044    0.122    0.048    0.051   4
13 43    0.046    0.046    0.047  999.000    0.070    0.211    0.148    0.052    0.047    0.164    0.038    0.054   4
13 44    0.061    0.053    0.053  999.000    0.130    0.251    0.118    0.071    0.047    0.102    0.050    0.087   4
13 45    0.110    0.092    0.088  999.000    0.185    0.343    0.202    0.084    0.053    0.051    0.059    0.203   4
13 46    0.215    0.190    0.278  999.000    0.209    0.331    0.231    0.098    0.061    0.088    0.067    0.326   4
13 47    0.201    0.200    0.240  999.000    0.228    0.248    0.171    0.079    0.064    0.121    0.097    0.267   4
13 48    0.279    0.255    0.327  999.000    0.311    0.327    0.144    0.109    0.043    0.107    0.118    0.416   4
13 49    0.261    0.226    0.276  999.000    0.254    0.195    0.103    0.069    0.051    0.081    0.069    0.473   4
13 50    0.170    0.140    0.196  999.000    0.261    0.233    0.131    0.083    0.039    0.095    0.043    0.301   4
13 51    0.137    0.093    0.225  999.000    0.203    0.375    0.142    0.066    0.049    0.107    0.047    0.182   4
13 52    0.071    0.059    0.085  999.000    0.109    0.229    0.068    0.046    0.060    0.112    0.042    0.099   4
13 53    0.056    0.041    0.072  999.000    0.117    0.220    0.104    0.054    0.044    0.058    0.036    0.075   4
13 54    0.047    0.046    0.061  999.000    0.097    0.186    0.103    0.094    0.036    0.051    0.034    0.048   4
13 55    0.043    0.053    0.043  999.000    0.143    0.256    0.112    0.092    0.046    0.058    0.034    0.041   4
13 56    0.043    0.044    0.034  999.000    0.131    0.188    0.070    0.044    0.034    0.070    0.038    0.055   4
13 57    0.050    0.044    0.060  999.000    0.153    0.199    0.096    0.034    0.080    0.116    0.045    0.053   4
13 58    0.064    0.059    0.084  999.000    0.105    0.211    0.072    0.039    0.078    0.101    0.051    0.063   4
13 59    0.061    0.055    0.090  999.000    0.187    0.196    0.128    0.069    0.042    0.068    0.044    0.055   4
14 00    0.062    0.046    0.090  999.000    0.223    0.267    0.143    0.068    0.042    0.037    0.041    0.072   4
14 01    0.069    0.040    0.084  999.000    0.211    0.236    0.127    0.129    0.034    0.030    0.041    0.111   4
14 02    0.061    0.038    0.091  999.000    0.147    0.265    0.217    0.097    0.064    0.066    0.039    0.077   4
14 03    0.073    0.041    0.109  999.000    0.207    0.398    0.243    0.092    0.048    0.102    0.051    0.090   4
14 04    0.066    0.043    0.066  999.000    0.142    0.277    0.127    0.077    0.049    0.178    0.047    0.105   4
14 05    0.078    0.044    0.117  999.000    0.173    0.208    0.167    0.093    0.026    0.093    0.058    0.092   4
14 06    0.063    0.037    0.081  999.000    0.204    0.284    0.223    0.072    0.037    0.117    0.060    0.075   4
14 07    0.089    0.085    0.096  999.000    0.096    0.245    0.154    0.092    0.041    0.262    0.085    0.090   4
14 08    0.132    0.125    0.215  999.000    0.234    0.374    0.282    0.130    0.057    0.226    0.094    0.094   4
14 09    0.149    0.175    0.229  999.000    0.252    0.463    0.300    0.119    0.085    0.152    0.063    0.130   4
14 10    0.124    0.134    0.187  999.000    0.217    0.472    0.251    0.087    0.054    0.117    0.058    0.117   4
14 11    0.076    0.048    0.138  999.000    0.186    0.307    0.166    0.052    0.050    0.142    0.070    0.047   4
14 12    0.090    0.043    0.185  999.000    0.249    0.412    0.137    0.098    0.061    0.168    0.061    0.070   4
14 13    0.081    0.044    0.131  999.000    0.190    0.410    0.144    0.103    0.068    0.128    0.062    0.088   4
14 14    0.091    0.072    0.150  999.000    0.189    0.524    0.286    0.072    0.074    0.045    0.033    0.110   4
14 15    0.087    0.055    0.146  999.000    0.125    0.400    0.169    0.127    0.060    0.023    0.028    0.120   4
14 16    0.050    0.048    0.071  999.000    0.089    0.276    0.088    0.071    0.041    0.050    0.023    0.056   4
14 17    0.041    0.044    0.051  999.000    0.076    0.236    0.097    0.040    0.035    0.062    0.021    0.046   4
14 18    0.048    0.054    0.088  999.000    0.088    0.189    0.125    0.027    0.057    0.048    0.023    0.028   4
14 19    0.129    0.109    0.295  999.000    0.163    0.222    0.117    0.044    0.057    0.090    0.064    0.048   4
14 20    0.246    0.239    0.548  999.000    0.383    0.629    0.257    0.189    0.083    0.105    0.060    0.137   4
14 21    0.252    0.214    0.514  999.000    0.481    0.699    0.264    0.183    0.068    0.077    0.053    0.225   4
14 22    0.427    0.376    0.947  999.000    0.672    0.801    0.330    0.237    0.138    0.153    0.128    0.259   4
14 23    0.450    0.415    0.916  999.000    0.740    1.244    0.458    0.310    0.195    0.244    0.116    0.353   4
14 24    0.201    0.138    0.385  999.000    0.591    0.924    0.298    0.210    0.104    0.131    0.030    0.251   4
14 25    0.122    0.106    0.171  999.000    0.395    0.494    0.166    0.179    0.044    0.082    0.047    0.164   4
14 26    0.075    0.078    0.109  999.000    0.339    0.425    0.144    0.086    0.041    0.054    0.034    0.079   4
14 27    0.069    0.067    0.067  999.000    0.229    0.379    0.191    0.040    0.045    0.046    0.035    0.107   4
14 28    0.051    0.051    0.040  999.000    0.192    0.397    0.202    0.047    0.036    0.038    0.033    0.079   4
14 29    0.034    0.035    0.036  999.000    0.139    0.279    0.184    0.094    0.035    0.056    0.029    0.034   4
14 30    0.037    0.038    0.038  999.000    0.082    0.259    0.147    0.078    0.025    0.048    0.030    0.041   4
14 31    0.047    0.046    0.052  999.000    0.101    0.287    0.110    0.076    0.040    0.055    0.035    0.055   4
14 32    0.065    0.068    0.038  999.000    0.093    0.232    0.103    0.087    0.042    0.070    0.045    0.111   4
14 33    0.056    0.062    0.036  999.000    0.068    0.306    0.122    0.077    0.053    0.088    0.043    0.082   4
14 34    0.055    0.037    0.072  999.000    0.083    0.247    0.086    0.081    0.071    0.038    0.038    0.072   4
14 35    0.068    0.056    0.081  999.000    0.058    0.185    0.082    0.060    0.066    0.058    0.050    0.086   4
14 36    0.057    0.059    0.044  999.000    0.048    0.113    0.080    0.062    0.049    0.104    0.057    0.068   4
14 37    0.062    0.050    0.038  999.000    0.074    0.087    0.059    0.039    0.035    0.111    0.061    0.097   4
14 38    0.052    0.053    0.044  999.000    0.105    0.279    0.166    0.064    0.047    0.132    0.047    0.064   4
14 39    0.067    0.050    0.072  999.000    0.153    0.460    0.170    0.083    0.135    0.165    0.044    0.103   4
14 40    0.069    0.053    0.101  999.000    0.204    0.499    0.227    0.116    0.138    0.136    0.044    0.077   4
14 41    0.061    0.049    0.090  999.000    0.281    0.296    0.227    0.114    0.111    0.115    0.044    0.060   4
14 42    0.066    0.044    0.081  999.000    0.232    0.402    0.193    0.084    0.090    0.108    0.050    0.088   4
14 43    0.058    0.044    0.064  999.000    0.117    0.284    0.150    0.064    0.098    0.059    0.041    0.084   4
14 44    0.065    0.060    0.093  999.000    0.191    0.374    0.225    0.069    0.104    0.071    0.037    0.072   4
14 45    0.085    0.079    0.077  999.000    0.108    0.344    0.267    0.085    0.083    0.094    0.076    0.100   3
14 46    0.081    0.069    0.063  999.000    0.074    0.233    0.200    0.092    0.052    0.077    0.080    0.111   3
14 47    0.061    0.038    0.056  999.000    0.147    0.256    0.161    0.078    0.051    0.106    0.080    0.090   3
14 48    0.039    0.042    0.029  999.000    0.152    0.358    0.076    0.083    0.062    0.072    0.037    0.046   3
14 49    0.044    0.043    0.033  999.000    0.153    0.233    0.190    0.080    0.074    0.074    0.024    0.056   3
14 50    0.061    0.044    0.070  999.000    0.205    0.393    0.223    0.082    0.079    0.087    0.029    0.070   3
14 51    0.060    0.041    0.056  999.000    0.153    0.302    0.112    0.060    0.061    0.087    0.046    0.084   3
14 52    0.054    0.036    0.036  999.000    0.110    0.247    0.156    0.062    0.067    0.088    0.028    0.089   3
14 53    0.058    0.037    0.049  999.000    0.103    0.248    0.121    0.051    0.068    0.075    0.022    0.089   3
14 54    0.054    0.026    0.057  999.000    0.140    0.258    0.169    0.058    0.038    0.048    0.029    0.078   3
14 55    0.054    0.031    0.063  999.000    0.117    0.246    0.177    0.083    0.039    0.073    0.023    0.068   3
14 56    0.058    0.044    0.051  999.000    0.124    0.207    0.163    0.077    0.041    0.100    0.037    0.079   3
14 57    0.060    0.045    0.053  999.000    0.102    0.189    0.099    0.099    0.052    0.078    0.035    0.081   3
14 58    0.052    0.041    0.044  999.000    0.070    0.144    0.063    0.079    0.041    0.060    0.030    0.070   3
14 59    0.053    0.059    0.044  999.000    0.081    0.254    0.093    0.119    0.043    0.069    0.031    0.057   3
15 00    0.045    0.030    0.045  999.000    0.139    0.145    0.155    0.096    0.073    0.114    0.048    0.058   3
15 01    0.058    0.043    0.064  999.000    0.211    0.419    0.126    0.114    0.101    0.195    0.037    0.067   3
15 02    0.051    0.037    0.062  999.000    0.147    0.317    0.110    0.107    0.093    0.134    0.027    0.054   3
15 03    0.045    0.030    0.055  999.000    0.313    0.311    0.114    0.135    0.063    0.063    0.039    0.050   3
15 04    0.049    0.034    0.063  999.000    0.241    0.275    0.087    0.122    0.053    0.129    0.038    0.052   3
15 05    0.046    0.040    0.056  999.000    0.131    0.194    0.082    0.096    0.044    0.115    0.036    0.043   3
15 06    0.035    0.035    0.036  999.000    0.208    0.379    0.158    0.097    0.045    0.109    0.029    0.034   3
15 07    0.038    0.023    0.050  999.000    0.100    0.229    0.098    0.069    0.033    0.073    0.028    0.041   3
15 08    0.046    0.020    0.063  999.000    0.105    0.212    0.079    0.073    0.048    0.112    0.049    0.054   3
15 09    0.065    0.040    0.090  999.000    0.127    0.368    0.113    0.075    0.061    0.138    0.073    0.064   3
15 10    0.051    0.044    0.060  999.000    0.185    0.212    0.182    0.110    0.099    0.120    0.043    0.048   3
15 11    0.072    0.064    0.080  999.000    0.278    0.330    0.138    0.107    0.108    0.156    0.077    0.071   3
15 12    0.072    0.051    0.086  999.000    0.143    0.249    0.106    0.083    0.109    0.151    0.073    0.078   3
15 13    0.072    0.054    0.093  999.000    0.110    0.149    0.100    0.073    0.140    0.180    0.052    0.068   3
15 14    0.056    0.061    0.067  999.000    0.107    0.158    0.106    0.084    0.111    0.184    0.051    0.041   3
15 15    0.065    0.061    0.081  999.000    0.145    0.276    0.105    0.069    0.046    0.164    0.043    0.054   3
15 16    0.058    0.077    0.048  999.000    0.141    0.360    0.115    0.074    0.048    0.048    0.043    0.048   3
15 17    0.055    0.055    0.057  999.000    0.087    0.181    0.123    0.054    0.066    0.071    0.041    0.054   3
15 18    0.041    0.043    0.043  999.000    0.119    0.226    0.078    0.066    0.073    0.062    0.032    0.038   3
15 19    0.040    0.044    0.047  999.000    0.132    0.201    0.098    0.073    0.096    0.093    0.029    0.029   3
15 20    0.059    0.064    0.054  999.000    0.072    0.131    0.154    0.103    0.118    0.066    0.028    0.058   3
15 21    0.078    0.089    0.081  999.000    0.109    0.198    0.174    0.082    0.081    0.069    0.034    0.065   3
15 22    0.079    0.068    0.122  999.000    0.189    0.283    0.196    0.095    0.077    0.193    0.034    0.047   3
15 23    0.066    0.049    0.084  999.000    0.146    0.407    0.199    0.113    0.104    0.211    0.035    0.064   3
15 24    0.061    0.054    0.078  999.000    0.186    0.556    0.166    0.141    0.094    0.167    0.032    0.050   3
15 25    0.053    0.048    0.054  999.000    0.166    0.344    0.135    0.057    0.060    0.123    0.026    0.057   3
15 26    0.060    0.039    0.088  999.000    0.195    0.320    0.174    0.058    0.069    0.068    0.025    0.052   3
15 27    0.076    0.050    0.053  999.000    0.162    0.259    0.115    0.058    0.039    0.101    0.049    0.038   4
15 28    0.100    0.060    0.039  999.000    0.256    0.413    0.155    0.044    0.046    0.175    0.045    0.047   4
15 29    0.099    0.074    0.040  999.000    0.236    0.434    0.221    0.066    0.105    0.115    0.024    0.046   4
15 30    0.082    0.053    0.056  999.000    0.166    0.295    0.162    0.066    0.080    0.120    0.031    0.053   4
15 31    0.083    0.047    0.068  999.000    0.167    0.393    0.221    0.094    0.076    0.186    0.054    0.048   4
15 32    0.079    0.055    0.081  999.000    0.135    0.358    0.196    0.108    0.064    0.208    0.045    0.044   4
15 33    0.077    0.069    0.051  999.000    0.135    0.279    0.159    0.085    0.061    0.160    0.026    0.054   4
15 34    0.095    0.076    0.060  999.000    0.195    0.387    0.266    0.090    0.060    0.111    0.033    0.047   4
15 35    0.090    0.082    0.056  999.000    0.164    0.409    0.140    0.093    0.063    0.207    0.067    0.060   4
15 36    0.110    0.098    0.077  999.000    0.179    0.370    0.148    0.142    0.111    0.368    0.140    0.084   4
15 37    0.097    0.059    0.057  999.000    0.199    0.280    0.143    0.147    0.072    0.278    0.103    0.071   4
15 38    0.080    0.066    0.052  999.000    0.123    0.313    0.095    0.100    0.092    0.145    0.070    0.080   4
15 39    0.085    0.064    0.065  999.000    0.140    0.227    0.132    0.132    0.085    0.180    0.043    0.070   4
15 40    0.085    0.054    0.061  999.000    0.157    0.238    0.160    0.120    0.074    0.162    0.036    0.069   4
15 41    0.072    0.049    0.054  999.000    0.123    0.310    0.143    0.113    0.068    0.116    0.039    0.062   4
15 42    0.083    0.065    0.091  999.000    0.120    0.199    0.113    0.103    0.045    0.095    0.029    0.057   4
15 43    0.094    0.070    0.064  999.000    0.179    0.240    0.129    0.091    0.047    0.113    0.032    0.064   4
15 44    0.069    0.045    0.066  999.000    0.106    0.222    0.113    0.079    0.048    0.062    0.033    0.058   4
15 45    0.064    0.036    0.063  999.000    0.099    0.215    0.077    0.071    0.064    0.066    0.038    0.060   4
15 46    0.075    0.044    0.064  999.000    0.117    0.221    0.120    0.082    0.062    0.059    0.029    0.076   4
15 47    0.070    0.036    0.063  999.000    0.127    0.156    0.093    0.068    0.053    0.036    0.030    0.055   4
15 48    0.076    0.033    0.057  999.000    0.166    0.231    0.131    0.082    0.039    0.051    0.037    0.049   4
15 49    0.056    0.038    0.051  999.000    0.087    0.160    0.102    0.053    0.050    0.113    0.050    0.048   4
15 50    0.069    0.053    0.061  999.000    0.112    0.163    0.130    0.056    0.046    0.146    0.048    0.051   4
15 51    0.061    0.041    0.059  999.000    0.100    0.165    0.102    0.058    0.042    0.089    0.042    0.044   4
15 52    0.084    0.025    0.099  999.000    0.152    0.337    0.154    0.083    0.048    0.098    0.046    0.059   4
15 53    0.094    0.019    0.110  999.000    0.186    0.341    0.189    0.090    0.038    0.119    0.046    0.062   4
15 54    0.069    0.022    0.039  999.000    0.181    0.309    0.132    0.073    0.038    0.080    0.025    0.036   4
15 55    0.065    0.025    0.040  999.000    0.164    0.305    0.123    0.046    0.040    0.061    0.029    0.030   4
15 56    0.059    0.028    0.030  999.000    0.149    0.181    0.084    0.064    0.067    0.082    0.029    0.027   4
15 57    0.058    0.025    0.031  999.000    0.150    0.168    0.119    0.056    0.054    0.088    0.033    0.024   4
15 58    0.043    0.024    0.032  999.000    0.093    0.098    0.116    0.084    0.028    0.064    0.024    0.025   4
15 59    0.052    0.024    0.036  999.000    0.104    0.100    0.099    0.071    0.033    0.044    0.020    0.044   4
16 00    0.052    0.042    0.030  999.000    0.094    0.152    0.148    0.051    0.027    0.039    0.019    0.040   4
16 01    0.069    0.056    0.036  999.000    0.143    0.214    0.121    0.056    0.033    0.074    0.015    0.042   4
16 02    0.063    0.032    0.041  999.000    0.132    0.154    0.099    0.055    0.036    0.045    0.016    0.046   4
16 03    0.057    0.033    0.042  999.000    0.111    0.189    0.095    0.068    0.040    0.039    0.016    0.040   4
16 04    0.049    0.026    0.037  999.000    0.092    0.167    0.073    0.070    0.049    0.047    0.016    0.040   4
16 05    0.051    0.027    0.030  999.000    0.106    0.156    0.093    0.051    0.052    0.036    0.014    0.043   4
16 06    0.043    0.034    0.026  999.000    0.073    0.178    0.064    0.037    0.038    0.038    0.014    0.038   4
16 07    0.052    0.039    0.029  999.000    0.105    0.187    0.064    0.050    0.052    0.072    0.016    0.037   4
16 08    0.060    0.034    0.031  999.000    0.141    0.073    0.104    0.060    0.038    0.036    0.016    0.035   4
16 09    0.055    0.030    0.043  999.000    0.106    0.180    0.119    0.050    0.039    0.020    0.021    0.039   4
16 10    0.051    0.032    0.037  999.000    0.102    0.223    0.108    0.044    0.030    0.019    0.021    0.033   4
16 11    0.063    0.051    0.048  999.000    0.113    0.164    0.115    0.024    0.021    0.074    0.015    0.039   4
16 12    0.056    0.056    0.039  999.000    0.085    0.184    0.090    0.019    0.028    0.092    0.010    0.043   4
16 13    0.041    0.036    0.023  999.000    0.069    0.218    0.094    0.021    0.022    0.075    0.014    0.035   4
16 14    0.037    0.025    0.036  999.000    0.058    0.193    0.091    0.027    0.020    0.042    0.014    0.029   4
16 15    0.040    0.029    0.029  999.000    0.059    0.161    0.084    0.025    0.053    0.036    0.016    0.044   4
16 16    0.034    0.023    0.023  999.000    0.057    0.177    0.145    0.016    0.036    0.077    0.024    0.034   4
16 17    0.041    0.015    0.035  999.000    0.091    0.132    0.246    0.023    0.050    0.051    0.014    0.024   4
16 18    0.041    0.018    0.037  999.000    0.080    0.122    0.116    0.015    0.030    0.048    0.015    0.029   4
16 19    0.032    0.024    0.026  999.000    0.044    0.088    0.073    0.029    0.023    0.048    0.020    0.032   4
16 20    0.043    0.027    0.022  999.000    0.094    0.070    0.030    0.043    0.050    0.050    0.014    0.028   4
16 21    0.040    0.032    0.022  999.000    0.074    0.086    0.032    0.037    0.035    0.061    0.008    0.033   4
16 22    0.044    0.037    0.037  999.000    0.064    0.157    0.053    0.041    0.034    0.072    0.014    0.039   4
16 23    0.051    0.028    0.050  999.000    0.074    0.222    0.034    0.022    0.034    0.066    0.017    0.050   4
16 24    0.041    0.027    0.041  999.000    0.042    0.128    0.035    0.033    0.021    0.064    0.015    0.055   4
16 25    0.045    0.037    0.038  999.000    0.053    0.134    0.075    0.049    0.031    0.067    0.016    0.051   4
16 26    0.058    0.038    0.050  999.000    0.092    0.136    0.091    0.033    0.037    0.055    0.024    0.051   4
16 27    0.054    0.032    0.041  999.000    0.106    0.131    0.203    0.039    0.041    0.049    0.027    0.036   4
16 28    0.044    0.020    0.037  999.000    0.096    0.106    0.135    0.029    0.041    0.051    0.030    0.024   4
16 29    0.031    0.026    0.033  999.000    0.042    0.118    0.166    0.030    0.051    0.080    0.040    0.023   4
16 30    0.036    0.036    0.025  999.000    0.062    0.145    0.177    0.030    0.049    0.088    0.021    0.022   4
16 31    0.069    0.036    0.046  999.000    0.106    0.124    0.090    0.036    0.047    0.054    0.026    0.036   5
16 32    0.098    0.038    0.080  999.000    0.144    0.186    0.139    0.028    0.068    0.075    0.024    0.042   5
16 33    0.085    0.036    0.044  999.000    0.133    0.179    0.155    0.024    0.048    0.072    0.028    0.031   5
16 34    0.070    0.038    0.030  999.000    0.094    0.152    0.135    0.024    0.064    0.076    0.032    0.035   5
16 35    0.073    0.039    0.066  999.000    0.062    0.136    0.107    0.035    0.054    0.085    0.030    0.059   5
16 36    0.111    0.025    0.054  999.000    0.170    0.270    0.157    0.044    0.044    0.055    0.024    0.038   5
16 37    0.073    0.015    0.034  999.000    0.092    0.198    0.124    0.030    0.027    0.028    0.018    0.027   5
16 38    0.068    0.024    0.053  999.000    0.058    0.171    0.056    0.039    0.045    0.039    0.031    0.032   5
16 39    0.086    0.017    0.059  999.000    0.084    0.233    0.040    0.055    0.039    0.038    0.025    0.039   5
16 40    0.073    0.033    0.078  999.000    0.059    0.152    0.084    0.049    0.039    0.045    0.024    0.043   5
16 41    0.063    0.045    0.088  999.000    0.038    0.098    0.056    0.039    0.034    0.046    0.033    0.045   5
16 42    0.058    0.033    0.072  999.000    0.077    0.060    0.067    0.032    0.033    0.069    0.038    0.048   5
16 43    0.056    0.034    0.039  999.000    0.066    0.104    0.064    0.043    0.038    0.068    0.030    0.034   5
16 44    0.080    0.037    0.039  999.000    0.113    0.164    0.104    0.029    0.065    0.044    0.053    0.049   5
16 45    0.063    0.035    0.039  999.000    0.087    0.116    0.064    0.031    0.043    0.042    0.042    0.038   5
16 46    0.061    0.027    0.034  999.000    0.117    0.091    0.083    0.032    0.035    0.045    0.026    0.035   5
16 47    0.085    0.039    0.050  999.000    0.108    0.187    0.098    0.052    0.044    0.045    0.025    0.041   5
16 48    0.076    0.036    0.055  999.000    0.061    0.183    0.081    0.064    0.045    0.052    0.030    0.044   5
16 49    0.050    0.034    0.050  999.000    0.044    0.087    0.116    0.043    0.090    0.070    0.040    0.035   5
16 50    0.050    0.028    0.031  999.000    0.079    0.083    0.087    0.052    0.059    0.049    0.035    0.028   5
16 51    0.054    0.027    0.031  999.000    0.085    0.098    0.062    0.041    0.043    0.031    0.017    0.032   5
16 52    0.064    0.022    0.030  999.000    0.098    0.138    0.095    0.035    0.040    0.033    0.027    0.032   5
16 53    0.075    0.033    0.034  999.000    0.113    0.141    0.106    0.042    0.043    0.042    0.037    0.052   5
16 54    0.065    0.033    0.046  999.000    0.053    0.155    0.079    0.042    0.042    0.082    0.038    0.040   5
16 55    0.087    0.032    0.055  999.000    0.087    0.227    0.078    0.039    0.037    0.107    0.032    0.036   5
16 56    0.085    0.031    0.049  999.000    0.113    0.192    0.112    0.068    0.033    0.072    0.020    0.040   5
